# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/28/2015 08:25 MDT,85524,29.75,24.83,0.32,286.8,1.47,,12.93,340.5,,7.57,,WNW,28.22,102053.37
WBB,06/28/2015 08:30 MDT,85522,29.18,23.99,1.11,296.7,2.06,,12.98,354.8,,6.58,,WNW,27.73,102050.98
WBB,06/28/2015 08:35 MDT,85528,29.13,24.8,0.51,284.1,1.96,,12.92,369.3,,7.02,,WNW,27.72,102058.14
WBB,06/28/2015 08:40 MDT,85531,29.71,24.32,0.85,288.3,1.47,,12.9,384.7,,7.23,,WNW,28.17,102061.72
WBB,06/28/2015 08:45 MDT,85527,29.33,23.97,0.73,277.5,1.57,,12.97,399.8,,6.7,,W,27.84,102056.95
WBB,06/28/2015 08:50 MDT,85524,29.61,24.91,0.75,298.5,2.06,,12.93,415.1,,7.5,,WNW,28.11,102053.37
WBB,06/28/2015 08:55 MDT,85529,29.42,25.66,0.59,299.5,1.76,,12.9,430.4,,7.77,,WNW,27.99,102059.33
WBB,06/28/2015 09:00 MDT,85527,29.54,25.76,1.05,292.7,2.55,,12.97,445.5,,7.93,,WNW,28.09,102056.95
WBB,06/28/2015 09:05 MDT,85527,29.12,25.99,1.41,285,2.84,,12.88,459.5,,7.7,,WNW,27.76,102056.95
WBB,06/28/2015 09:10 MDT,85529,28.94,27.53,1.46,260.5,2.94,,12.91,473.8,,8.38,,W,27.69,102059.33
WBB,06/28/2015 09:15 MDT,85539,28.89,29.56,1.57,254.3,2.74,,12.96,487.5,,9.39,,WSW,27.76,102071.27
WBB,06/28/2015 09:20 MDT,85542,28.43,31.35,1.59,252.1,2.55,,12.88,500.3,,9.86,,WSW,27.49,102074.85
WBB,06/28/2015 09:25 MDT,85541,28.87,29.78,0.83,292.7,2.16,,12.95,514.1,,9.48,,WNW,27.75,102073.65
WBB,06/28/2015 09:30 MDT,85540,29.23,28.85,1.04,275.3,2.25,,12.95,528.7,,9.33,,W,28,102072.46
WBB,06/28/2015 09:35 MDT,85551,29.46,27.99,0.96,280.1,2.55,,12.95,542.3,,9.08,,W,28.14,102085.59
WBB,06/28/2015 09:40 MDT,85562,29.44,27.35,1.22,273.8,2.64,,12.88,555.7,,8.72,,W,28.09,102098.71
WBB,06/28/2015 09:45 MDT,85565,29.52,28.18,0.83,300.9,1.57,,12.94,568.1,,9.23,,WNW,28.21,102102.29
WBB,06/28/2015 09:50 MDT,85567,29.66,27.78,1.04,272.4,1.86,,12.86,580.9,,9.14,,W,28.3,102104.68
WBB,06/28/2015 09:55 MDT,85566,29.61,27.63,0.99,318.6,1.67,,12.88,593.8,,9.02,,NW,28.25,102103.49
WBB,06/28/2015 10:00 MDT,85566,29.64,27.63,0.78,15.29,1.28,,12.94,606.1,,9.04,,NNE,28.28,102103.49
WBB,06/28/2015 10:05 MDT,85565,30.54,26.8,0.49,71.75,1.18,,12.94,618.3,,9.37,,ENE,29.03,102102.29
WBB,06/28/2015 10:10 MDT,85566,31.59,25.44,0.31,246.8,1.47,,12.93,629.3,,9.5,,WSW,29.94,102103.49
WBB,06/28/2015 10:15 MDT,85565,31.17,25.76,0.63,228.3,1.37,,12.93,639.9,,9.33,,SW,29.55,102102.29
WBB,06/28/2015 10:20 MDT,85565,31.27,25.02,0.54,247.6,1.08,,12.86,651.8,,8.98,,WSW,29.6,102102.29
WBB,06/28/2015 10:25 MDT,85564,30.97,24.53,0.72,260.9,1.57,,12.87,663.6,,8.44,,W,29.28,102101.1
WBB,06/28/2015 10:30 MDT,85562,31.44,24.87,0.72,322.5,1.67,,12.92,674.4,,9.04,,NW,29.75,102098.71
WBB,06/28/2015 10:35 MDT,85561,31.65,23.78,0.74,334.1,1.28,,12.91,685.3,,8.56,,NNW,29.88,102097.52
WBB,06/28/2015 10:40 MDT,85560,32,23.76,0.42,251.7,1.37,,12.84,694.2,,8.85,,WSW,30.22,102096.33
WBB,06/28/2015 10:45 MDT,85560,32.49,23.44,0.7,283.4,1.57,,12.91,701.3,,9.07,,WNW,30.69,102096.33
WBB,06/28/2015 10:50 MDT,85560,32.31,23.55,0.59,256.1,1.47,,12.91,709.1,,8.98,,WSW,30.51,102096.33
WBB,06/28/2015 10:55 MDT,85558,31.9,24.42,1.38,314.3,2.35,,12.91,720.7,,9.17,,NW,30.17,102093.94
WBB,06/28/2015 11:00 MDT,85557,31.77,25.35,0.92,294.4,2.06,,12.9,732.1,,9.61,,WNW,30.11,102092.75
WBB,06/28/2015 11:05 MDT,85554,31.66,24.97,1.18,290.1,2.55,,12.85,741.6,,9.29,,WNW,29.97,102089.17
WBB,06/28/2015 11:10 MDT,85555,31.87,24.42,1.06,284.9,1.86,,12.83,749.8,,9.14,,WNW,30.14,102090.36
WBB,06/28/2015 11:15 MDT,85555,32.05,24.39,1.41,316,2.64,,12.89,758.9,,9.28,,NW,30.32,102090.36
WBB,06/28/2015 11:20 MDT,85555,31.46,25.08,2.02,321,2.84,,12.89,769.9,,9.18,,NW,29.79,102090.36
WBB,06/28/2015 11:25 MDT,85555,31.71,25.14,1.32,308.7,2.55,,12.84,780.4,,9.43,,NW,30.04,102090.36
WBB,06/28/2015 11:30 MDT,85556,32.12,25,1.66,277.6,2.64,,12.89,785.4,,9.7,,W,30.44,102091.55
WBB,06/28/2015 11:35 MDT,85557,32.01,25.49,1.49,323.6,3.04,,12.89,795.1,,9.89,,NW,30.37,102092.75
WBB,06/28/2015 11:40 MDT,85559,32.52,24.81,1.95,270.7,5.09,,12.89,800,,9.93,,W,30.84,102095.13
WBB,06/28/2015 11:45 MDT,85560,32.31,24.45,1.66,268.1,3.72,,12.89,808,,9.53,,W,30.59,102096.33
WBB,06/28/2015 11:50 MDT,85562,32.69,23.53,1.1,244.8,2.25,,12.83,816,,9.29,,WSW,30.9,102098.71
WBB,06/28/2015 11:55 MDT,85559,33.16,22.92,1.75,295.2,3.53,,12.83,819,,9.3,,WNW,31.34,102095.13
WBB,06/28/2015 12:00 MDT,85556,32.52,23.16,1.86,314.7,3.04,,12.87,827,,8.91,,NW,30.7,102091.55
WBB,06/28/2015 12:05 MDT,85555,33.12,22.22,1.64,247.2,3.23,,12.83,832,,8.81,,WSW,31.24,102090.36
WBB,06/28/2015 12:10 MDT,85554,33.43,21.76,1.05,271,1.96,,12.82,834,,8.77,,W,31.52,102089.17
WBB,06/28/2015 12:15 MDT,85550,34.4,20.96,0.83,255.6,3.23,,12.88,834,,9.03,,WSW,32.49,102084.39
WBB,06/28/2015 12:20 MDT,85542,34.37,20.36,1.43,196.4,3.53,,12.82,838,,8.58,,SSW,32.39,102074.85
WBB,06/28/2015 12:25 MDT,85547,34.52,20.24,1.47,180.2,3.13,,12.79,841,,8.62,,S,32.54,102080.81
WBB,06/28/2015 12:30 MDT,85543,34.52,19.75,1.48,162.5,3.13,,12.87,846,,8.26,,SSE,32.49,102076.04
WBB,06/28/2015 12:35 MDT,85543,34.95,19.14,0.46,161.7,1.47,,12.81,849,,8.16,,SSE,32.89,102076.04
WBB,06/28/2015 12:40 MDT,85539,34.86,19.8,1.38,81.3,2.35,,12.79,848,,8.59,,E,32.87,102071.27
WBB,06/28/2015 12:45 MDT,85534,34.17,20.12,1.74,230.3,3.33,,12.87,853,,8.24,,SW,32.15,102065.3
WBB,06/28/2015 12:50 MDT,85530,34.23,18.99,1.6,283,3.23,,12.79,853,,7.45,,WNW,32.11,102060.53
WBB,06/28/2015 12:55 MDT,85526,34.68,18.76,1.14,307.3,2.64,,12.79,854,,7.65,,NW,32.56,102055.75
WBB,06/28/2015 13:00 MDT,85524,35.06,18.18,1.39,332.4,2.74,,12.86,854,,7.51,,NNW,32.91,102053.37
WBB,06/28/2015 13:05 MDT,85520,34.41,18.4,1.68,344.7,2.84,,12.78,856,,7.14,,NNW,32.25,102048.59
WBB,06/28/2015 13:10 MDT,85519,35.39,17.92,0.75,200.9,2.74,,12.87,854,,7.57,,SSW,33.24,102047.4
WBB,06/28/2015 13:15 MDT,85514,35.71,17.35,0.95,138.1,1.96,,12.78,853,,7.37,,SE,33.52,102041.44
WBB,06/28/2015 13:20 MDT,85510,36.09,17.39,1.74,204.9,4.51,,12.78,853,,7.71,,SSW,33.94,102036.66
WBB,06/28/2015 13:25 MDT,85516,34.55,18.38,2.55,225.7,4.51,,12.86,860,,7.24,,SW,32.39,102043.82
WBB,06/28/2015 13:30 MDT,85514,34.73,18.17,0.95,204.8,1.86,,12.86,860,,7.23,,SSW,32.56,102041.44
WBB,06/28/2015 13:35 MDT,85506,35.82,17.04,1.12,148.5,2.45,,12.8,855,,7.2,,SSE,33.6,102031.89
WBB,06/28/2015 13:40 MDT,85502,35.61,16.44,1.16,150.1,2.64,,12.78,853,,6.51,,SSE,33.32,102027.12
WBB,06/28/2015 13:45 MDT,85495,36.03,16.62,2.26,175.7,4.7,,12.86,851,,7.01,,S,33.78,102018.76
WBB,06/28/2015 13:50 MDT,85492,35.21,16.46,2.16,212.7,3.92,,12.78,855,,6.2,,SSW,32.9,102015.18
WBB,06/28/2015 13:55 MDT,85488,35.36,15.94,1.1,213.8,2.35,,12.86,854,,5.86,,SW,33.01,102010.41
WBB,06/28/2015 14:00 MDT,85482,36.14,16.06,1.32,116.8,2.35,,12.86,848,,6.61,,ESE,33.84,102003.25
WBB,06/28/2015 14:05 MDT,85473,34.89,17.22,2.53,117.7,3.53,,12.85,851,,6.58,,ESE,32.64,101992.51
WBB,06/28/2015 14:10 MDT,85467,34.78,16.92,2.03,135.7,2.84,,12.85,844,,6.24,,SE,32.5,101985.35
WBB,06/28/2015 14:15 MDT,85463,35.67,15.83,1.82,168,2.84,,12.86,837,,6.01,,SSE,33.32,101980.58
WBB,06/28/2015 14:20 MDT,85455,36.27,16.02,1.19,150.7,2.64,,12.79,828,,6.68,,SSE,33.97,101971.03
WBB,06/28/2015 14:25 MDT,85451,36.78,16.09,0.97,178.2,3.04,,12.77,818,,7.15,,S,34.53,101966.26
WBB,06/28/2015 14:30 MDT,85444,37.33,16.02,1.23,131.6,2.64,,12.83,810,,7.54,,SE,35.13,101957.91
WBB,06/28/2015 14:35 MDT,85440,35.99,17.05,1.71,123.4,2.94,,12.85,807,,7.34,,ESE,33.79,101953.13
WBB,06/28/2015 14:40 MDT,85432,36.12,16.79,1.99,175.7,4.02,,12.77,804,,7.23,,S,33.9,101943.59
WBB,06/28/2015 14:45 MDT,85426,36.68,17.11,1.39,274.3,3.92,,12.85,799.3,,7.96,,W,34.56,101936.43
WBB,06/28/2015 14:50 MDT,85423,36.22,16.96,3.22,279.3,6.08,,12.77,798.4,,7.46,,W,34.03,101932.85
WBB,06/28/2015 14:55 MDT,85420,35.46,17.78,2.3,278,5,,12.77,793.1,,7.52,,W,33.3,101929.27
WBB,06/28/2015 15:00 MDT,85415,35.49,17.53,3.44,242.2,6.08,,12.85,790.5,,7.34,,WSW,33.3,101923.3
WBB,06/28/2015 15:05 MDT,85414,35.2,16.98,3.9,258.4,6.47,,12.79,789.6,,6.64,,WSW,32.94,101922.11
WBB,06/28/2015 15:10 MDT,85412,35.1,16.89,3.42,229.8,5.39,,12.78,782.1,,6.48,,SW,32.83,101919.72
WBB,06/28/2015 15:15 MDT,85406,35.28,16.21,4.07,234.4,6.56,,12.85,775.1,,6.04,,SW,32.95,101912.56
WBB,06/28/2015 15:20 MDT,85400,35.06,16.15,3.55,250.1,6.08,,12.77,772.2,,5.8,,WSW,32.72,101905.4
WBB,06/28/2015 15:25 MDT,85394,35.37,15.7,4.56,239.2,7.45,,12.85,766.8,,5.65,,WSW,33,101898.24
WBB,06/28/2015 15:30 MDT,85390,35.49,15.21,3.33,262.2,5.98,,12.86,762.3,,5.3,,W,33.08,101893.47
WBB,06/28/2015 15:35 MDT,85386,36.04,15.07,3.8,297.7,7.55,,12.77,757.7,,5.61,,WNW,33.63,101888.7
WBB,06/28/2015 15:40 MDT,85386,35.97,15.47,2.81,318.8,5.39,,12.8,748.9,,5.93,,NW,33.6,101888.7
WBB,06/28/2015 15:45 MDT,85383,35.52,14.86,4.81,316.2,7.55,,12.85,742.4,,4.99,,NW,33.08,101885.12
WBB,06/28/2015 15:50 MDT,85379,35.44,15.05,3.82,330.9,5.68,,12.86,733.2,,5.11,,NNW,33.02,101880.34
WBB,06/28/2015 15:55 MDT,85374,35.9,14.67,3.37,307,5.98,,12.77,724.8,,5.12,,NW,33.45,101874.38
WBB,06/28/2015 16:00 MDT,85370,36.15,14.57,3.68,319.6,7.45,,12.79,713.8,,5.22,,NW,33.69,101869.6
WBB,06/28/2015 16:05 MDT,85365,35.82,14.55,4.15,313.9,6.76,,12.77,703.8,,4.94,,NW,33.36,101863.64
WBB,06/28/2015 16:10 MDT,85362,35.64,14.82,3.07,343.1,5.78,,12.77,693.6,,5.05,,NNW,33.2,101860.06
WBB,06/28/2015 16:15 MDT,85357,35.74,15.08,3.53,343.5,5.88,,12.8,680.4,,5.38,,NNW,33.32,101854.09
WBB,06/28/2015 16:20 MDT,85351,35.76,15.54,4.02,337.8,6.27,,12.77,669.6,,5.82,,NNW,33.39,101846.93
WBB,06/28/2015 16:25 MDT,85348,35.64,15.33,3.41,333.2,5.2,,12.85,655.5,,5.53,,NNW,33.24,101843.35
WBB,06/28/2015 16:30 MDT,85343,36.05,15.52,2.42,331.3,4.21,,12.85,647.2,,6.04,,NNW,33.69,101837.39
WBB,06/28/2015 16:35 MDT,85336,36.46,15.28,2.82,316.6,5.88,,12.78,634,,6.15,,NW,34.09,101829.03
WBB,06/28/2015 16:40 MDT,85332,35.96,15.35,3.81,350.8,6.96,,12.86,625.2,,5.81,,N,33.57,101824.26
WBB,06/28/2015 16:45 MDT,85331,35.65,15.74,2.62,356.7,4.41,,12.86,612.3,,5.92,,N,33.29,101823.07
WBB,06/28/2015 16:50 MDT,85325,36.09,15.02,3.4,340.9,5.49,,12.86,600.6,,5.61,,NNW,33.68,101815.91
WBB,06/28/2015 16:55 MDT,85319,35.66,15.9,4.12,341.8,5.2,,12.86,588.7,,6.07,,NNW,33.32,101808.75
WBB,06/28/2015 17:00 MDT,85313,35.84,14.78,2.95,332.7,5.98,,12.86,576.9,,5.17,,NNW,33.4,101801.59
WBB,06/28/2015 17:05 MDT,85305,35.67,14.22,4.5,327.2,6.56,,12.79,564.5,,4.49,,NNW,33.18,101792.04
WBB,06/28/2015 17:10 MDT,85303,35.88,13.82,2.88,312.7,5.59,,12.78,553.1,,4.26,,NW,33.36,101789.65
WBB,06/28/2015 17:15 MDT,85298,36.31,13.61,1.84,285.4,4.02,,12.86,540.4,,4.39,,WNW,33.77,101783.69
WBB,06/28/2015 17:20 MDT,85293,36.89,13.71,2.29,303.6,4.31,,12.82,525.8,,4.95,,WNW,34.36,101777.72
WBB,06/28/2015 17:25 MDT,85291,36.31,13.62,2.99,354.1,4.51,,12.78,515.3,,4.4,,N,33.77,101775.34
WBB,06/28/2015 17:30 MDT,85287,36.53,14.09,1.83,358.9,4.41,,12.86,502.5,,5.05,,N,34.04,101770.56
WBB,06/28/2015 17:35 MDT,85279,36.18,14.14,4.55,4.97,6.47,,12.76,489.7,,4.82,,N,33.68,101761.02
WBB,06/28/2015 17:40 MDT,85276,35.63,14.59,4.34,344.3,6.86,,12.8,476.3,,4.82,,NNW,33.17,101757.44
WBB,06/28/2015 17:45 MDT,85277,35.72,14.49,4.07,332.6,5.88,,12.86,464,,4.8,,NNW,33.25,101758.63
WBB,06/28/2015 17:50 MDT,85277,35.64,14.51,4.41,5.54,6.37,,12.8,451,,4.75,,N,33.17,101758.63
WBB,06/28/2015 17:55 MDT,85277,35.81,14.66,3.59,341.8,6.08,,12.77,439.1,,5.03,,NNW,33.36,101758.63
WBB,06/28/2015 18:00 MDT,85274,36.03,14.18,2.77,29.68,5,,12.86,427.8,,4.74,,NNE,33.54,101755.05
WBB,06/28/2015 18:05 MDT,85275,35.99,14.23,2.7,350.6,4.8,,12.78,412.6,,4.76,,N,33.5,101756.24
WBB,06/28/2015 18:10 MDT,85273,36.33,14.95,2.76,341.3,4.6,,12.8,398,,5.73,,NNW,33.92,101753.86
WBB,06/28/2015 18:15 MDT,85265,36.06,14.86,3.49,325.4,5.49,,12.86,384.9,,5.43,,NW,33.63,101744.31
WBB,06/28/2015 18:20 MDT,85261,35.87,14.75,3.72,341.6,5.29,,12.86,371.3,,5.17,,NNW,33.43,101739.54
WBB,06/28/2015 18:25 MDT,85253,35.61,15.99,3.95,350.6,5.88,,12.78,359,,6.11,,N,33.27,101729.99
WBB,06/28/2015 18:30 MDT,85254,35.77,15.77,3.66,336.8,5.59,,12.86,343.5,,6.04,,NNW,33.42,101731.18
WBB,06/28/2015 18:35 MDT,85251,35.69,15.76,4.1,324.2,5.98,,12.86,329.4,,5.97,,NW,33.34,101727.6
WBB,06/28/2015 18:40 MDT,85250,35.61,15.87,3.55,325.2,4.8,,12.82,318,,6,,NW,33.26,101726.41
WBB,06/28/2015 18:45 MDT,85250,35.84,15.92,3.45,329.6,5.59,,12.86,303.7,,6.23,,NNW,33.51,101726.41
WBB,06/28/2015 18:50 MDT,85248,35.62,16.42,3.33,344.3,4.8,,12.86,291.3,,6.5,,NNW,33.33,101724.02
WBB,06/28/2015 18:55 MDT,85245,35.73,16.52,3.3,2.31,4.9,,12.78,276.3,,6.68,,N,33.45,101720.45
WBB,06/28/2015 19:00 MDT,85247,35.78,16.77,2.98,359.4,4.7,,12.86,262.4,,6.93,,N,33.53,101722.83
WBB,06/28/2015 19:05 MDT,85249,35.57,16.02,3.37,357.1,4.6,,12.82,249.4,,6.1,,N,33.24,101725.22
WBB,06/28/2015 19:10 MDT,85250,35.53,16.37,3.12,347.3,4.21,,12.79,234.4,,6.38,,NNW,33.23,101726.41
WBB,06/28/2015 19:15 MDT,85248,35.53,16.58,2.94,350.9,3.82,,12.87,220,,6.56,,N,33.25,101724.02
WBB,06/28/2015 19:20 MDT,85245,35.49,16.63,3.15,340.2,4.41,,12.86,206.3,,6.58,,NNW,33.21,101720.45
WBB,06/28/2015 19:25 MDT,85245,35.3,16.87,3.61,1.18,5.2,,12.79,193.1,,6.63,,N,33.04,101720.45
WBB,06/28/2015 19:30 MDT,85245,35.27,17.58,2.94,0.03,4.12,,12.87,180,,7.2,,N,33.07,101720.45
WBB,06/28/2015 19:35 MDT,85246,35.25,17.89,2.95,7,3.92,,12.8,167.7,,7.43,,N,33.08,101721.64
WBB,06/28/2015 19:40 MDT,85246,35.15,17.86,3.49,5.68,5,,12.8,155.2,,7.32,,N,32.97,101721.64
WBB,06/28/2015 19:45 MDT,85246,34.97,18.32,3.12,9.38,4.21,,12.87,143.2,,7.54,,N,32.83,101721.64
WBB,06/28/2015 19:50 MDT,85252,35.05,18.04,2.98,15.26,4.41,,12.8,131.4,,7.39,,NNE,32.89,101728.8
WBB,06/28/2015 19:55 MDT,85257,35.05,18.74,2.42,22.33,4.02,,12.88,120.2,,7.94,,NNE,32.96,101734.76
WBB,06/28/2015 20:00 MDT,85256,34.65,19.77,3.16,31.33,4.31,,12.88,109.7,,8.39,,NNE,32.63,101733.57
WBB,06/28/2015 20:05 MDT,85256,33.82,21.54,3.53,32.73,4.41,,12.82,99.5,,8.95,,NNE,31.92,101733.57
WBB,06/28/2015 20:10 MDT,85257,33.57,20.94,4.07,31.48,5,,12.82,89.6,,8.32,,NNE,31.59,101734.76
WBB,06/28/2015 20:15 MDT,85259,33.63,20.31,4.23,31.26,5,,12.88,79.76,,7.93,,NNE,31.6,101737.15
WBB,06/28/2015 20:20 MDT,85257,33.39,20.8,4.2,35.21,5.09,,12.82,70.16,,8.07,,NE,31.4,101734.76
WBB,06/28/2015 20:25 MDT,85254,33.11,21.5,4.3,36.47,5.29,,12.89,60.42,,8.32,,NE,31.17,101731.18
WBB,06/28/2015 20:30 MDT,85251,32.73,22.66,4.26,38.44,5.49,,12.89,51.2,,8.77,,NE,30.87,101727.6
WBB,06/28/2015 20:35 MDT,85249,32.56,22.76,4.61,37.63,5.39,,12.89,42.57,,8.69,,NE,30.71,101725.22
WBB,06/28/2015 20:40 MDT,85247,32.36,23.16,4.53,39.13,5.59,,12.81,34.16,,8.78,,NE,30.53,101722.83
WBB,06/28/2015 20:45 MDT,85248,32.13,23.17,4.78,42.84,6.17,,12.89,26.23,,8.59,,NE,30.3,101724.02
WBB,06/28/2015 20:50 MDT,85250,31.91,23.72,4.68,50.58,5.88,,12.82,19.04,,8.75,,NE,30.13,101726.41
WBB,06/28/2015 20:55 MDT,85253,31.88,23.07,4.19,51.76,5.2,,12.82,12.46,,8.31,,NE,30.05,101729.99
WBB,06/28/2015 21:00 MDT,85254,32.07,21.49,4.55,49.97,5.78,,12.9,7.12,,7.44,,NE,30.13,101731.18
WBB,06/28/2015 21:05 MDT,85257,32.13,20.97,4.55,46.91,5.59,,12.87,3.86,,7.13,,NE,30.16,101734.76
WBB,06/28/2015 21:10 MDT,85260,31.61,21.88,4.69,46.45,5.68,,12.91,1.9,,7.31,,NE,29.72,101738.34
WBB,06/28/2015 21:15 MDT,85260,31.48,21.56,4.34,49.5,5.59,,12.91,0.84,,6.99,,NE,29.58,101738.34
WBB,06/28/2015 21:20 MDT,85262,31.76,20.45,4.05,50.32,5.78,,12.84,0.3,,6.46,,NE,29.78,101740.73
WBB,06/28/2015 21:25 MDT,85265,31.92,19.76,4.22,49.7,5.59,,12.91,0,,6.1,,NE,29.89,101744.31
WBB,06/28/2015 21:30 MDT,85267,31.71,19.52,4.29,44.6,5.59,,12.92,0,,5.75,,NE,29.69,101746.7
WBB,06/28/2015 21:35 MDT,85270,31.57,19.44,3.66,39.03,4.9,,12.9,0,,5.57,,NE,29.56,101750.28
WBB,06/28/2015 21:40 MDT,85276,31.39,19.5,2.81,34.48,4.21,,12.83,0,,5.47,,NE,29.4,101757.44
WBB,06/28/2015 21:45 MDT,85280,31.08,19.67,2.86,38.89,3.92,,12.93,0,,5.33,,NE,29.13,101762.21
WBB,06/28/2015 21:50 MDT,85286,31.14,19.33,2.56,40.51,3.92,,12.93,0,,5.14,,NE,29.17,101769.37
WBB,06/28/2015 21:55 MDT,85293,30.92,19.67,2.51,35.06,3.43,,12.86,0,,5.2,,NE,29,101777.72
WBB,06/28/2015 22:00 MDT,85295,30.68,20.11,1.34,39.35,2.84,,12.93,0,,5.32,,NE,28.81,101780.11
WBB,06/28/2015 22:05 MDT,85302,30.48,21.08,0.22,170.2,0.98,,12.86,0,,5.82,,S,28.67,101788.46
WBB,06/28/2015 22:10 MDT,85307,30.27,21.72,0.21,332.7,1.08,,12.86,0,,6.08,,NNW,28.52,101794.43
WBB,06/28/2015 22:15 MDT,85308,30.2,20.86,1.55,40,3.33,,12.94,0,,5.44,,NE,28.43,101795.62
WBB,06/28/2015 22:20 MDT,85308,30.39,20.13,3.09,46.02,4.6,,12.86,0,,5.09,,NE,28.56,101795.62
WBB,06/28/2015 22:25 MDT,85309,30.68,19.48,3.7,41.01,4.7,,12.86,0,,4.86,,NE,28.78,101796.81
WBB,06/28/2015 22:30 MDT,85314,30.83,19.25,3.44,40.68,4.41,,12.94,0,,4.82,,NE,28.9,101802.78
WBB,06/28/2015 22:35 MDT,85321,30.49,20.11,2.82,37.14,4.6,,12.88,0,,5.16,,NE,28.65,101811.13
WBB,06/28/2015 22:40 MDT,85321,30.11,20.88,3.2,40.65,4.9,,12.86,0,,5.38,,NE,28.36,101811.13
WBB,06/28/2015 22:45 MDT,85323,30.34,20.42,3.59,30.63,5.2,,12.94,0,,5.25,,NNE,28.53,101813.52
WBB,06/28/2015 22:50 MDT,85325,30.53,20.11,4.07,39.1,5.29,,12.87,0,,5.19,,NE,28.68,101815.91
WBB,06/28/2015 22:55 MDT,85330,30.67,19.81,4.56,35.52,5.39,,12.87,0,,5.09,,NE,28.79,101821.87
WBB,06/28/2015 23:00 MDT,85333,30.83,19.58,4.62,33.18,5.88,,12.95,0,,5.06,,NNE,28.92,101825.45
WBB,06/28/2015 23:05 MDT,85335,30.51,20.39,4.29,37.97,5.68,,12.9,0,,5.37,,NE,28.67,101827.84
WBB,06/28/2015 23:10 MDT,85338,29.83,21.82,2.59,46.16,3.43,,12.88,0,,5.77,,NE,28.16,101831.42
WBB,06/28/2015 23:15 MDT,85335,29.89,21.16,3.31,41.42,4.21,,12.95,0,,5.38,,NE,28.19,101827.84
WBB,06/28/2015 23:20 MDT,85331,30.29,20.38,3.27,47.87,4.51,,12.95,0,,5.18,,NE,28.49,101823.07
WBB,06/28/2015 23:25 MDT,85327,30.91,19,3.18,54.13,4.9,,12.88,0,,4.7,,NE,28.96,101818.29
WBB,06/28/2015 23:30 MDT,85325,31.27,18.42,3.49,56.24,5.88,,12.95,0,,4.56,,NE,29.25,101815.91
WBB,06/28/2015 23:35 MDT,85323,31.59,17.71,4.31,56.58,6.27,,12.88,0,,4.27,,ENE,29.51,101813.52
WBB,06/28/2015 23:40 MDT,85321,31.75,17.29,4.67,57.03,6.66,,12.95,0,,4.06,,ENE,29.64,101811.13
WBB,06/28/2015 23:45 MDT,85321,31.88,16.82,4.84,54.26,6.37,,12.88,0,,3.78,,NE,29.74,101811.13
WBB,06/28/2015 23:50 MDT,85322,32.06,16.28,5.07,51.4,6.47,,12.95,0,,3.47,,NE,29.88,101812.33
WBB,06/28/2015 23:55 MDT,85317,32.2,15.82,5.96,52.81,8.13,,12.89,0,,3.18,,NE,29.99,101806.36
WBB,06/29/2015 00:00 MDT,85315,32.28,15.55,6.24,49.28,8.03,,12.87,0,,3,,NE,30.05,101803.97
WBB,06/29/2015 00:05 MDT,85313,32.46,15.21,6.41,51.95,8.92,,12.9,0,,2.84,,NE,30.2,101801.59
WBB,06/29/2015 00:10 MDT,85312,32.52,15.2,5.92,56.96,8.13,,12.89,0,,2.88,,ENE,30.26,101800.39
WBB,06/29/2015 00:15 MDT,85309,32.42,15.41,5.63,54.73,7.74,,12.95,0,,2.99,,NE,30.17,101796.81
WBB,06/29/2015 00:20 MDT,85306,32.31,15.73,5.35,59.55,7.45,,12.95,0,,3.19,,ENE,30.08,101793.23
WBB,06/29/2015 00:25 MDT,85298,32.18,16.1,6.37,62.88,7.94,,12.88,0,,3.41,,ENE,29.98,101783.69
WBB,06/29/2015 00:30 MDT,85295,32.14,16.39,6.21,65.28,8.03,,12.95,0,,3.63,,ENE,29.95,101780.11
WBB,06/29/2015 00:35 MDT,85296,32.04,16.8,5.45,66.46,7.25,,12.95,0,,3.89,,ENE,29.88,101781.3
WBB,06/29/2015 00:40 MDT,85293,31.9,17.07,6.17,68.47,8.52,,12.89,0,,4,,ENE,29.76,101777.72
WBB,06/29/2015 00:45 MDT,85288,31.89,17.09,6.86,60.94,9.21,,12.95,0,,4.01,,ENE,29.75,101771.76
WBB,06/29/2015 00:50 MDT,85287,31.85,17.28,6.45,62.68,9.31,,12.93,0,,4.13,,ENE,29.73,101770.56
WBB,06/29/2015 00:55 MDT,85286,31.78,17.51,5.71,65.78,9.01,,12.89,0,,4.26,,ENE,29.67,101769.37
